Price,Adj Close,Close,High,Low,Open,Volume
2022-10-10 00:00:00+00:00,138.72857666015625,140.4199981689453,141.88999938964844,138.57000732421875,140.4199981689453,74899000
2022-10-11 00:00:00+00:00,137.30592346191406,138.97999572753906,141.35000610351562,138.22000122070312,139.89999389648438,77033700
2022-10-12 00:00:00+00:00,136.67361450195312,138.33999633789062,140.36000061035156,138.16000366210938,139.1300048828125,70433700
2022-10-13 00:00:00+00:00,141.26763916015625,142.99000549316406,143.58999633789062,134.3699951171875,134.99000549316406,113224000
2022-10-14 00:00:00+00:00,136.71315002441406,138.3800048828125,144.52000427246094,138.19000244140625,144.30999755859375,88598000
2022-10-17 00:00:00+00:00,140.6946258544922,142.41000366210938,142.89999389648438,140.27000427246094,141.07000732421875,85250900
2022-10-18 00:00:00+00:00,142.01846313476562,143.75,146.6999969482422,140.61000061035156,145.49000549316406,99136600
2022-10-19 00:00:00+00:00,142.12713623046875,143.86000061035156,144.9499969482422,141.5,141.69000244140625,61758300
2022-10-20 00:00:00+00:00,141.6627960205078,143.38999938964844,145.88999938964844,142.64999389648438,143.02000427246094,64522000
2022-10-21 00:00:00+00:00,145.49606323242188,147.27000427246094,147.85000610351562,142.64999389648438,142.8699951171875,86548600
2022-10-24 00:00:00+00:00,147.6498260498047,149.4499969482422,150.22999572753906,146.0,147.19000244140625,75981900
2022-10-25 00:00:00+00:00,150.5050048828125,152.33999633789062,152.49000549316406,149.36000061035156,150.08999633789062,74732300
2022-10-26 00:00:00+00:00,147.55104064941406,149.35000610351562,151.99000549316406,148.0399932861328,150.9600067138672,88194300
2022-10-27 00:00:00+00:00,143.0558319091797,144.8000030517578,149.0500030517578,144.1300048828125,148.07000732421875,109180200
2022-10-28 00:00:00+00:00,153.8640594482422,155.74000549316406,157.5,147.82000732421875,148.1999969482422,164762400
2022-10-31 00:00:00+00:00,151.4929656982422,153.33999633789062,154.24000549316406,151.9199981689453,153.16000366210938,97943200
2022-11-01 00:00:00+00:00,148.83534240722656,150.64999389648438,155.4499969482422,149.1300048828125,155.0800018310547,80379300
2022-11-02 00:00:00+00:00,143.2830352783203,145.02999877929688,152.1699981689453,145.0,148.9499969482422,93604600
2022-11-03 00:00:00+00:00,137.20713806152344,138.8800048828125,142.8000030517578,138.75,142.05999755859375,97918500
2022-11-04 00:00:00+00:00,136.93995666503906,138.3800048828125,142.6699981689453,134.3800048828125,142.08999633789062,140814800
2022-11-07 00:00:00+00:00,137.47433471679688,138.9199981689453,139.14999389648438,135.6699981689453,137.11000061035156,83374600
2022-11-08 00:00:00+00:00,138.04830932617188,139.5,141.42999267578125,137.49000549316406,140.41000366210938,89908500
2022-11-09 00:00:00+00:00,133.4664764404297,134.8699951171875,138.5500030517578,134.58999633789062,138.5,74917800
2022-11-10 00:00:00+00:00,145.3415985107422,146.8699951171875,146.8699951171875,139.5,141.24000549316406,118854000
2022-11-11 00:00:00+00:00,148.14215087890625,149.6999969482422,150.00999450683594,144.3699951171875,145.82000732421875,93979700
2022-11-14 00:00:00+00:00,146.7368927001953,148.27999877929688,150.27999877929688,147.42999267578125,148.97000122070312,73374100
2022-11-15 00:00:00+00:00,148.47862243652344,150.0399932861328,153.58999633789062,148.55999755859375,152.22000122070312,89868300
2022-11-16 00:00:00+00:00,147.24160766601562,148.7899932861328,149.8699951171875,147.2899932861328,149.1300048828125,64218300
2022-11-17 00:00:00+00:00,149.15155029296875,150.72000122070312,151.47999572753906,146.14999389648438,146.42999267578125,80389400
2022-11-18 00:00:00+00:00,149.71559143066406,151.2899932861328,152.6999969482422,149.97000122070312,152.30999755859375,74829600
2022-11-21 00:00:00+00:00,146.4697265625,148.00999450683594,150.3699951171875,147.72000122070312,150.16000366210938,58724100
2022-11-22 00:00:00+00:00,148.6171417236328,150.17999267578125,150.4199981689453,146.92999267578125,148.1300048828125,51804100
2022-11-23 00:00:00+00:00,149.49790954589844,151.07000732421875,151.8300018310547,149.33999633789062,149.4499969482422,58301400
2022-11-25 00:00:00+00:00,146.56869506835938,148.11000061035156,148.8800048828125,147.1199951171875,148.30999755859375,35195900
2022-11-28 00:00:00+00:00,142.7191619873047,144.22000122070312,146.63999938964844,143.3800048828125,145.13999938964844,69246000
2022-11-29 00:00:00+00:00,139.70089721679688,141.1699981689453,144.80999755859375,140.35000610351562,144.2899932861328,83763800
2022-11-30 00:00:00+00:00,146.48951721191406,148.02999877929688,148.72000122070312,140.5500030517578,141.39999389648438,111380900
2022-12-01 00:00:00+00:00,146.76661682128906,148.30999755859375,149.1300048828125,146.61000061035156,148.2100067138672,71250400
2022-12-02 00:00:00+00:00,146.27182006835938,147.80999755859375,148.0,145.64999389648438,145.9600067138672,65447400
2022-12-05 00:00:00+00:00,145.10411071777344,146.6300048828125,150.9199981689453,145.77000427246094,147.77000427246094,68826400
2022-12-06 00:00:00+00:00,141.42282104492188,142.91000366210938,147.3000030517578,141.9199981689453,147.07000732421875,64727200
2022-12-07 00:00:00+00:00,139.4733123779297,140.94000244140625,143.3699951171875,140.0,142.19000244140625,69721100
2022-12-08 00:00:00+00:00,141.16549682617188,142.64999389648438,143.52000427246094,141.10000610351562,142.36000061035156,62128300
2022-12-09 00:00:00+00:00,140.6806182861328,142.16000366210938,145.57000732421875,140.89999389648438,142.33999633789062,76097000
2022-12-12 00:00:00+00:00,142.9863739013672,144.49000549316406,144.5,141.05999755859375,142.6999969482422,70462700
2022-12-13 00:00:00+00:00,143.95616149902344,145.47000122070312,149.97000122070312,144.24000549316406,149.5,93886200
2022-12-14 00:00:00+00:00,141.71969604492188,143.2100067138672,146.66000366210938,141.16000366210938,145.35000610351562,82291200
2022-12-15 00:00:00+00:00,135.0795135498047,136.5,141.8000030517578,136.02999877929688,141.11000061035156,98931900
2022-12-16 00:00:00+00:00,133.1102294921875,134.50999450683594,137.64999389648438,133.72999572753906,136.69000244140625,160156900
2022-12-19 00:00:00+00:00,130.99249267578125,132.3699951171875,135.1999969482422,131.32000732421875,135.11000061035156,79592600
2022-12-20 00:00:00+00:00,130.9232177734375,132.3000030517578,133.25,129.88999938964844,131.38999938964844,77432800
2022-12-21 00:00:00+00:00,134.0404510498047,135.4499969482422,136.80999755859375,132.75,132.97999572753906,85928000
2022-12-22 00:00:00+00:00,130.85394287109375,132.22999572753906,134.55999755859375,130.3000030517578,134.35000610351562,77852100
2022-12-23 00:00:00+00:00,130.48777770996094,131.86000061035156,132.4199981689453,129.63999938964844,130.9199981689453,63814900
2022-12-27 00:00:00+00:00,128.6768341064453,130.02999877929688,131.41000366210938,128.72000122070312,131.3800048828125,69007800
2022-12-28 00:00:00+00:00,124.7283706665039,126.04000091552734,131.02999877929688,125.87000274658203,129.6699981689453,85438400
2022-12-29 00:00:00+00:00,128.26119995117188,129.61000061035156,130.47999572753906,127.7300033569336,127.98999786376953,75703700
2022-12-30 00:00:00+00:00,128.57789611816406,129.92999267578125,129.9499969482422,127.43000030517578,128.41000366210938,77034200
2023-01-03 00:00:00+00:00,123.76846313476562,125.06999969482422,130.89999389648438,124.16999816894531,130.27999877929688,112117500
2023-01-04 00:00:00+00:00,125.04503631591797,126.36000061035156,128.66000366210938,125.08000183105469,126.88999938964844,89113600
2023-01-05 00:00:00+00:00,123.71897888183594,125.0199966430664,127.7699966430664,124.76000213623047,127.12999725341797,80962700
2023-01-06 00:00:00+00:00,128.27110290527344,129.6199951171875,130.2899932861328,124.88999938964844,126.01000213623047,87754700
2023-01-09 00:00:00+00:00,128.7956085205078,130.14999389648438,133.41000366210938,129.88999938964844,130.47000122070312,70790800
2023-01-10 00:00:00+00:00,129.36953735351562,130.72999572753906,131.25999450683594,128.1199951171875,130.25999450683594,63896200
2023-01-11 00:00:00+00:00,132.10086059570312,133.49000549316406,133.50999450683594,130.4600067138672,131.25,69458900
2023-01-12 00:00:00+00:00,132.0216827392578,133.41000366210938,134.25999450683594,131.44000244140625,133.8800048828125,71379600
2023-01-13 00:00:00+00:00,133.35763549804688,134.75999450683594,134.9199981689453,131.66000366210938,132.02999877929688,57809700
2023-01-17 00:00:00+00:00,134.5253448486328,135.94000244140625,137.2899932861328,134.1300048828125,134.8300018310547,63646600
2023-01-18 00:00:00+00:00,133.80294799804688,135.2100067138672,138.61000061035156,135.02999877929688,136.82000732421875,69672800
2023-01-19 00:00:00+00:00,133.8623046875,135.27000427246094,136.25,133.77000427246094,134.0800018310547,58280400
2023-01-20 00:00:00+00:00,136.4352569580078,137.8699951171875,138.02000427246094,134.22000122070312,135.27999877929688,80223600
2023-01-23 00:00:00+00:00,139.6415252685547,141.11000061035156,143.32000732421875,137.89999389648438,138.1199951171875,81760300
2023-01-24 00:00:00+00:00,141.0467529296875,142.52999877929688,143.16000366210938,140.3000030517578,140.30999755859375,66435100
2023-01-25 00:00:00+00:00,140.38375854492188,141.86000061035156,142.42999267578125,138.80999755859375,140.88999938964844,65799300
2023-01-26 00:00:00+00:00,142.46189880371094,143.9600067138672,144.25,141.89999389648438,143.1699981689453,54105100
2023-01-27 00:00:00+00:00,144.41139221191406,145.92999267578125,147.22999572753906,143.0800018310547,143.16000366210938,70555800
2023-01-30 00:00:00+00:00,141.51187133789062,143.0,145.5500030517578,142.85000610351562,144.9600067138672,64015300
2023-01-31 00:00:00+00:00,142.78843688964844,144.2899932861328,144.33999633789062,142.27999877929688,142.6999969482422,65874500
2023-02-01 00:00:00+00:00,143.9165496826172,145.42999267578125,146.61000061035156,141.32000732421875,143.97000122070312,77663600
2023-02-02 00:00:00+00:00,149.25050354003906,150.82000732421875,151.17999267578125,148.1699981689453,148.89999389648438,118339000
2023-02-03 00:00:00+00:00,152.89218139648438,154.5,157.3800048828125,147.8300018310547,148.02999877929688,154357300
2023-02-06 00:00:00+00:00,150.15101623535156,151.72999572753906,153.10000610351562,150.77999877929688,152.57000732421875,69858300
2023-02-07 00:00:00+00:00,153.04061889648438,154.64999389648438,155.22999572753906,150.63999938964844,150.63999938964844,83322600
2023-02-08 00:00:00+00:00,150.3390350341797,151.9199981689453,154.5800018310547,151.1699981689453,153.8800048828125,64120100
2023-02-09 00:00:00+00:00,149.29995727539062,150.8699951171875,154.3300018310547,150.4199981689453,153.77999877929688,56007100
2023-02-10 00:00:00+00:00,149.6666717529297,151.00999450683594,151.33999633789062,149.22000122070312,149.4600067138672,57450700
2023-02-13 00:00:00+00:00,152.48143005371094,153.85000610351562,154.25999450683594,150.9199981689453,150.9499969482422,62199000
2023-02-14 00:00:00+00:00,151.83718872070312,153.1999969482422,153.77000427246094,150.86000061035156,152.1199951171875,61707600
2023-02-15 00:00:00+00:00,153.9482421875,155.3300018310547,155.5,152.8800048828125,153.11000061035156,65573800
2023-02-16 00:00:00+00:00,152.34266662597656,153.7100067138672,156.3300018310547,153.35000610351562,153.50999450683594,68167900
2023-02-17 00:00:00+00:00,151.1929931640625,152.5500030517578,153.0,150.85000610351562,152.35000610351562,59144100
2023-02-21 00:00:00+00:00,147.15919494628906,148.47999572753906,151.3000030517578,148.41000366210938,150.1999969482422,58867200
2023-02-22 00:00:00+00:00,147.5853729248047,148.91000366210938,149.9499969482422,147.16000366210938,148.8699951171875,51011300
2023-02-23 00:00:00+00:00,148.0709991455078,149.39999389648438,150.33999633789062,147.24000549316406,150.08999633789062,48394200
2023-02-24 00:00:00+00:00,145.4049530029297,146.7100067138672,147.19000244140625,145.72000122070312,147.11000061035156,55469600
2023-02-27 00:00:00+00:00,146.60414123535156,147.9199981689453,149.1699981689453,147.4499969482422,147.7100067138672,44998500
2023-02-28 00:00:00+00:00,146.09869384765625,147.41000366210938,149.0800018310547,146.8300018310547,147.0500030517578,50547000
2023-03-01 00:00:00+00:00,144.0173797607422,145.30999755859375,147.22999572753906,145.00999450683594,146.8300018310547,55479000
2023-03-02 00:00:00+00:00,144.612060546875,145.91000366210938,146.7100067138672,143.89999389648438,144.3800048828125,52238100
2023-03-03 00:00:00+00:00,149.68650817871094,151.02999877929688,151.11000061035156,147.3300018310547,148.0399932861328,70732300
2023-03-06 00:00:00+00:00,152.46160888671875,153.8300018310547,156.3000030517578,153.4600067138672,153.7899932861328,87558000
2023-03-07 00:00:00+00:00,150.25143432617188,151.60000610351562,154.02999877929688,151.1300048828125,153.6999969482422,56182000
2023-03-08 00:00:00+00:00,151.51014709472656,152.8699951171875,153.47000122070312,151.8300018310547,152.80999755859375,47204800
2023-03-09 00:00:00+00:00,149.2504119873047,150.58999633789062,154.5399932861328,150.22999572753906,153.55999755859375,53833600
2023-03-10 00:00:00+00:00,147.1790008544922,148.5,150.94000244140625,147.61000061035156,150.2100067138672,68572400
2023-03-13 00:00:00+00:00,149.13148498535156,150.47000122070312,153.13999938964844,147.6999969482422,147.80999755859375,84457100
2023-03-14 00:00:00+00:00,151.2326202392578,152.58999633789062,153.39999389648438,150.10000610351562,151.27999877929688,73695900
2023-03-15 00:00:00+00:00,151.6290740966797,152.99000549316406,153.25,149.9199981689453,151.19000244140625,77167900
2023-03-16 00:00:00+00:00,154.46363830566406,155.85000610351562,156.4600067138672,151.63999938964844,152.16000366210938,76161100
2023-03-17 00:00:00+00:00,153.62118530273438,155.0,156.74000549316406,154.27999877929688,156.0800018310547,98944600
2023-03-20 00:00:00+00:00,155.9998321533203,157.39999389648438,157.82000732421875,154.14999389648438,155.07000732421875,73641400
2023-03-21 00:00:00+00:00,157.86312866210938,159.27999877929688,159.39999389648438,156.5399932861328,157.32000732421875,73938300
2023-03-22 00:00:00+00:00,156.426025390625,157.8300018310547,162.13999938964844,157.80999755859375,159.3000030517578,75701800
2023-03-23 00:00:00+00:00,157.51622009277344,158.92999267578125,161.5500030517578,157.67999267578125,158.8300018310547,67622100
2023-03-24 00:00:00+00:00,158.82447814941406,160.25,160.33999633789062,157.85000610351562,158.86000061035156,59196500
2023-03-27 00:00:00+00:00,156.87200927734375,158.27999877929688,160.77000427246094,157.8699951171875,159.94000244140625,52390300
2023-03-28 00:00:00+00:00,156.24758911132812,157.64999389648438,158.49000549316406,155.97999572753906,157.97000122070312,45992200
2023-03-29 00:00:00+00:00,159.33985900878906,160.77000427246094,161.0500030517578,159.35000610351562,159.3699951171875,51305700
2023-03-30 00:00:00+00:00,160.9157257080078,162.36000061035156,162.47000122070312,161.27000427246094,161.52999877929688,49501700
2023-03-31 00:00:00+00:00,163.43309020996094,164.89999389648438,165.0,161.91000366210938,162.44000244140625,68749800
2023-04-03 00:00:00+00:00,164.69183349609375,166.1699981689453,166.2899932861328,164.22000122070312,164.27000427246094,56976200
2023-04-04 00:00:00+00:00,164.15664672851562,165.6300048828125,166.83999633789062,165.11000061035156,166.60000610351562,46278300
2023-04-05 00:00:00+00:00,162.3032684326172,163.75999450683594,165.0500030517578,161.8000030517578,164.74000549316406,51511700
2023-04-06 00:00:00+00:00,163.1952667236328,164.66000366210938,164.9600067138672,162.0,162.42999267578125,45390100
2023-04-10 00:00:00+00:00,160.5886688232422,162.02999877929688,162.02999877929688,160.0800018310547,161.4199981689453,47716900
2023-04-11 00:00:00+00:00,159.36961364746094,160.8000030517578,162.36000061035156,160.50999450683594,162.35000610351562,47644200
2023-04-12 00:00:00+00:00,158.6758270263672,160.10000610351562,162.05999755859375,159.77999877929688,161.22000122070312,50133100
2023-04-13 00:00:00+00:00,164.08724975585938,165.55999755859375,165.8000030517578,161.4199981689453,161.6300048828125,68445600
2023-04-14 00:00:00+00:00,163.74037170410156,165.2100067138672,166.32000732421875,163.82000732421875,164.58999633789062,49386500
2023-04-17 00:00:00+00:00,163.76019287109375,165.22999572753906,165.38999938964844,164.02999877929688,165.08999633789062,41516200
2023-04-18 00:00:00+00:00,164.98915100097656,166.47000122070312,167.41000366210938,165.64999389648438,166.10000610351562,49923000
2023-04-19 00:00:00+00:00,166.13885498046875,167.6300048828125,168.16000366210938,165.5399932861328,165.8000030517578,47720200
2023-04-20 00:00:00+00:00,165.1675262451172,166.64999389648438,167.8699951171875,165.55999755859375,166.08999633789062,52456400
2023-04-21 00:00:00+00:00,163.55206298828125,165.02000427246094,166.4499969482422,164.49000549316406,165.0500030517578,58337300
2023-04-24 00:00:00+00:00,163.85931396484375,165.3300018310547,165.60000610351562,163.88999938964844,165.0,41949600
2023-04-25 00:00:00+00:00,162.31317138671875,163.77000427246094,166.30999755859375,163.72999572753906,165.19000244140625,48714100
2023-04-26 00:00:00+00:00,162.3032684326172,163.75999450683594,165.27999877929688,162.8000030517578,163.05999755859375,45498800
2023-04-27 00:00:00+00:00,166.91192626953125,168.41000366210938,168.55999755859375,165.19000244140625,165.19000244140625,64902300
2023-04-28 00:00:00+00:00,168.17059326171875,169.67999267578125,169.85000610351562,167.8800048828125,168.49000549316406,55209200
2023-05-01 00:00:00+00:00,168.08140563964844,169.58999633789062,170.4499969482422,168.63999938964844,169.27999877929688,52472900
2023-05-02 00:00:00+00:00,167.0407257080078,168.5399932861328,170.35000610351562,167.5399932861328,170.08999633789062,48425700
2023-05-03 00:00:00+00:00,165.96043395996094,167.4499969482422,170.9199981689453,167.16000366210938,169.5,65136000
2023-05-04 00:00:00+00:00,164.31520080566406,165.7899932861328,167.0399932861328,164.30999755859375,164.88999938964844,81235400
2023-05-05 00:00:00+00:00,172.02603149414062,173.57000732421875,174.3000030517578,170.75999450683594,170.97999572753906,113316400
2023-05-08 00:00:00+00:00,171.9566192626953,173.5,173.85000610351562,172.11000061035156,172.47999572753906,55962800
2023-05-09 00:00:00+00:00,170.2420196533203,171.77000427246094,173.5399932861328,171.60000610351562,173.0500030517578,45326900
2023-05-10 00:00:00+00:00,172.01608276367188,173.55999755859375,174.02999877929688,171.89999389648438,173.02000427246094,53724500
2023-05-11 00:00:00+00:00,172.2043914794922,173.75,174.58999633789062,172.1699981689453,173.85000610351562,49514700
2023-05-12 00:00:00+00:00,171.27149963378906,172.57000732421875,174.05999755859375,171.0,173.6199951171875,45497800
2023-05-15 00:00:00+00:00,170.7752227783203,172.07000732421875,173.2100067138672,171.47000122070312,173.16000366210938,37266700
2023-05-16 00:00:00+00:00,170.7752227783203,172.07000732421875,173.13999938964844,171.8000030517578,171.99000549316406,42110300
2023-05-17 00:00:00+00:00,171.3905792236328,172.69000244140625,172.92999267578125,170.4199981689453,171.7100067138672,57951600
2023-05-18 00:00:00+00:00,173.73281860351562,175.0500030517578,175.24000549316406,172.5800018310547,173.0,65496700
2023-05-19 00:00:00+00:00,173.8419952392578,175.16000366210938,176.38999938964844,174.94000244140625,176.38999938964844,55772400
2023-05-22 00:00:00+00:00,172.8892059326172,174.1999969482422,174.7100067138672,173.4499969482422,173.97999572753906,43570900
2023-05-23 00:00:00+00:00,170.26907348632812,171.55999755859375,173.3800048828125,171.27999877929688,173.1300048828125,50747300
2023-05-24 00:00:00+00:00,170.54696655273438,171.83999633789062,172.4199981689453,170.52000427246094,171.08999633789062,45143500
2023-05-25 00:00:00+00:00,171.6883087158203,172.99000549316406,173.89999389648438,171.69000244140625,172.41000366210938,56058300
2023-05-26 00:00:00+00:00,174.10995483398438,175.42999267578125,175.77000427246094,173.11000061035156,173.32000732421875,54835000
2023-05-30 00:00:00+00:00,175.96588134765625,177.3000030517578,178.99000549316406,176.57000732421875,176.9600067138672,55964400
2023-05-31 00:00:00+00:00,175.91622924804688,177.25,179.35000610351562,176.75999450683594,177.3300018310547,99625300
2023-06-01 00:00:00+00:00,178.73487854003906,180.08999633789062,180.1199951171875,176.92999267578125,177.6999969482422,68901800
2023-06-02 00:00:00+00:00,179.58840942382812,180.9499969482422,181.77999877929688,179.25999450683594,181.02999877929688,61945900
2023-06-05 00:00:00+00:00,178.2287139892578,179.5800018310547,184.9499969482422,178.0399932861328,182.6300048828125,121946500
2023-06-06 00:00:00+00:00,177.86151123046875,179.2100067138672,180.1199951171875,177.42999267578125,179.97000122070312,64848400
2023-06-07 00:00:00+00:00,176.48196411132812,177.82000732421875,181.2100067138672,177.32000732421875,178.44000244140625,61944600
2023-06-08 00:00:00+00:00,179.21127319335938,180.57000732421875,180.83999633789062,177.4600067138672,177.89999389648438,50214900
2023-06-09 00:00:00+00:00,179.59832763671875,180.9600067138672,182.22999572753906,180.6300048828125,181.5,48870700
2023-06-12 00:00:00+00:00,182.4070281982422,183.7899932861328,183.88999938964844,180.97000122070312,181.27000427246094,54274900
2023-06-13 00:00:00+00:00,181.93064880371094,183.30999755859375,184.14999389648438,182.44000244140625,182.8000030517578,54929100
2023-06-14 00:00:00+00:00,182.56582641601562,183.9499969482422,184.38999938964844,182.02000427246094,183.3699951171875,57462900
2023-06-15 00:00:00+00:00,184.61033630371094,186.00999450683594,186.52000427246094,183.77999877929688,183.9600067138672,65433200
2023-06-16 00:00:00+00:00,183.52853393554688,184.9199981689453,186.99000549316406,184.27000427246094,186.72999572753906,101235600
2023-06-20 00:00:00+00:00,183.6178436279297,185.00999450683594,186.10000610351562,184.41000366210938,184.41000366210938,49799100
2023-06-21 00:00:00+00:00,182.5757598876953,183.9600067138672,185.41000366210938,182.58999633789062,184.89999389648438,49515700
2023-06-22 00:00:00+00:00,185.5928955078125,187.0,187.0500030517578,183.6699981689453,183.74000549316406,51245300
2023-06-23 00:00:00+00:00,185.27529907226562,186.67999267578125,187.55999755859375,185.00999450683594,185.5500030517578,53079300
2023-06-26 00:00:00+00:00,183.87591552734375,185.27000427246094,188.0500030517578,185.22999572753906,186.8300018310547,48088700
2023-06-27 00:00:00+00:00,186.6448974609375,188.05999755859375,188.38999938964844,185.6699981689453,185.88999938964844,50730800
2023-06-28 00:00:00+00:00,187.82595825195312,189.25,189.89999389648438,187.60000610351562,187.92999267578125,51216800
2023-06-29 00:00:00+00:00,188.1633758544922,189.58999633789062,190.07000732421875,188.94000244140625,189.0800018310547,46347300
2023-06-30 00:00:00+00:00,192.5104522705078,193.97000122070312,194.47999572753906,191.25999450683594,191.6300048828125,85069600
2023-07-03 00:00:00+00:00,191.01181030273438,192.4600067138672,193.8800048828125,191.75999450683594,193.77999877929688,31458200
2023-07-05 00:00:00+00:00,189.8903045654297,191.3300018310547,192.97999572753906,190.6199951171875,191.57000732421875,46920300
2023-07-06 00:00:00+00:00,190.36666870117188,191.80999755859375,192.02000427246094,189.1999969482422,189.83999633789062,45094300
2023-07-07 00:00:00+00:00,189.2451629638672,190.67999267578125,192.6699981689453,190.24000549316406,191.41000366210938,46778000
2023-07-10 00:00:00+00:00,187.19078063964844,188.61000061035156,189.99000549316406,187.0399932861328,189.25999450683594,59922200
2023-07-11 00:00:00+00:00,186.66477966308594,188.0800018310547,189.3000030517578,186.60000610351562,189.16000366210938,46638100
2023-07-12 00:00:00+00:00,188.342041015625,189.77000427246094,191.6999969482422,188.47000122070312,189.67999267578125,60750200
2023-07-13 00:00:00+00:00,189.10623168945312,190.5399932861328,191.19000244140625,189.77999877929688,190.5,41342300
2023-07-14 00:00:00+00:00,189.255126953125,190.69000244140625,191.17999267578125,189.6300048828125,190.22999572753906,41573900
2023-07-17 00:00:00+00:00,192.53028869628906,193.99000549316406,194.32000732421875,191.80999755859375,191.89999389648438,50520200
2023-07-18 00:00:00+00:00,192.27224731445312,193.72999572753906,194.3300018310547,192.4199981689453,193.35000610351562,48353800
2023-07-19 00:00:00+00:00,193.63194274902344,195.10000610351562,198.22999572753906,192.64999389648438,193.10000610351562,80507300
2023-07-20 00:00:00+00:00,191.67678833007812,193.1300048828125,196.47000122070312,192.5,195.08999633789062,59581200
2023-07-21 00:00:00+00:00,190.49574279785156,191.94000244140625,194.97000122070312,191.22999572753906,194.10000610351562,71917800
2023-07-24 00:00:00+00:00,191.29962158203125,192.75,194.91000366210938,192.25,193.41000366210938,45377800
2023-07-25 00:00:00+00:00,192.16307067871094,193.6199951171875,194.44000244140625,192.9199981689453,193.3300018310547,37283200
2023-07-26 00:00:00+00:00,193.0364532470703,194.5,195.63999938964844,193.32000732421875,193.6699981689453,47471900
2023-07-27 00:00:00+00:00,191.76608276367188,193.22000122070312,197.1999969482422,192.5500030517578,196.02000427246094,47460200
2023-07-28 00:00:00+00:00,194.35646057128906,195.8300018310547,196.6300048828125,194.13999938964844,194.6699981689453,48291400
2023-07-31 00:00:00+00:00,194.97178649902344,196.4499969482422,196.49000549316406,195.25999450683594,196.05999755859375,38824100
2023-08-01 00:00:00+00:00,194.13809204101562,195.61000061035156,196.72999572753906,195.27999877929688,196.24000549316406,35175100
2023-08-02 00:00:00+00:00,191.13087463378906,192.5800018310547,195.17999267578125,191.85000610351562,195.0399932861328,50389300
2023-08-03 00:00:00+00:00,189.73150634765625,191.1699981689453,192.3699951171875,190.69000244140625,191.57000732421875,61235200
2023-08-04 00:00:00+00:00,180.62060546875,181.99000549316406,187.3800048828125,181.9199981689453,185.52000427246094,115799700
2023-08-07 00:00:00+00:00,177.50421142578125,178.85000610351562,183.1300048828125,177.35000610351562,182.1300048828125,97576100
2023-08-08 00:00:00+00:00,178.44705200195312,179.8000030517578,180.27000427246094,177.5800018310547,179.69000244140625,67823000
2023-08-09 00:00:00+00:00,176.8491668701172,178.19000244140625,180.92999267578125,177.00999450683594,180.8699951171875,60378500
2023-08-10 00:00:00+00:00,176.63084411621094,177.97000122070312,180.75,177.60000610351562,179.47999572753906,54686900
2023-08-11 00:00:00+00:00,176.69046020507812,177.7899932861328,178.6199951171875,176.5500030517578,177.32000732421875,51988100
2023-08-14 00:00:00+00:00,178.35015869140625,179.4600067138672,179.69000244140625,177.30999755859375,177.97000122070312,43675600
2023-08-15 00:00:00+00:00,176.35256958007812,177.4499969482422,179.47999572753906,177.0500030517578,178.8800048828125,43622600
2023-08-16 00:00:00+00:00,175.47802734375,176.57000732421875,178.5399932861328,176.5,177.1300048828125,46964900
2023-08-17 00:00:00+00:00,172.92388916015625,174.0,177.50999450683594,173.47999572753906,177.13999938964844,66062900
2023-08-18 00:00:00+00:00,173.410888671875,174.49000549316406,175.10000610351562,171.9600067138672,172.3000030517578,61114200
2023-08-21 00:00:00+00:00,174.7525177001953,175.83999633789062,176.1300048828125,173.74000549316406,175.07000732421875,46311900
2023-08-22 00:00:00+00:00,176.13392639160156,177.22999572753906,177.67999267578125,176.25,177.05999755859375,42084200
2023-08-23 00:00:00+00:00,179.9998779296875,181.1199951171875,181.5500030517578,178.3300018310547,178.52000427246094,52722800
2023-08-24 00:00:00+00:00,175.2891845703125,176.3800048828125,181.10000610351562,176.00999450683594,180.6699981689453,54945800
2023-08-25 00:00:00+00:00,177.50540161132812,178.61000061035156,179.14999389648438,175.82000732421875,177.3800048828125,51449600
2023-08-28 00:00:00+00:00,179.0756378173828,180.19000244140625,180.58999633789062,178.5500030517578,180.08999633789062,43820700
2023-08-29 00:00:00+00:00,182.98130798339844,184.1199951171875,184.89999389648438,179.5,179.6999969482422,53003900
2023-08-30 00:00:00+00:00,186.48947143554688,187.64999389648438,187.85000610351562,184.74000549316406,184.94000244140625,60813900
2023-08-31 00:00:00+00:00,186.7081298828125,187.8699951171875,189.1199951171875,187.47999572753906,187.83999633789062,60794500
2023-09-01 00:00:00+00:00,188.28831481933594,189.4600067138672,189.9199981689453,188.27999877929688,189.49000549316406,45732600
2023-09-05 00:00:00+00:00,188.52682495117188,189.6999969482422,189.97999572753906,187.61000061035156,188.27999877929688,45280000
2023-09-06 00:00:00+00:00,181.77880859375,182.91000366210938,188.85000610351562,181.47000122070312,188.39999389648438,81755800
2023-09-07 00:00:00+00:00,176.46189880371094,177.55999755859375,178.2100067138672,173.5399932861328,175.17999267578125,112488800
2023-09-08 00:00:00+00:00,177.07803344726562,178.17999267578125,180.24000549316406,177.7899932861328,178.35000610351562,65551300
2023-09-11 00:00:00+00:00,178.25074768066406,179.36000061035156,180.3000030517578,177.33999633789062,180.07000732421875,58953100
2023-09-12 00:00:00+00:00,175.20968627929688,176.3000030517578,180.1300048828125,174.82000732421875,179.49000549316406,90370200
